"uid","cluster","coalesce","country","gender","device","dt"
"1020200","Control","0","ESP","M","",""
"1048282","Treatment","0","USA","F","",""
"1020848","Treatment","0","USA","F","",""
"1034344","Treatment","0","BRA","","",""
"1034132","Treatment","0","BRA","M","",""
"1034109","Treatment","0","BRA","F","",""
"1022557","Control","0","","F","",""
"1039505","Control","0","MEX","M","",""
"1037979","Treatment","0","BRA","M","",""
"1028293","Treatment","0","BRA","M","",""
"1022619","Treatment","61.51","USA","F","A","2023-01-25"
"1031599","Control","0","GBR","M","",""
"1017434","Control","0","FRA","M","",""
"1010785","Control","0","USA","","",""
"1043299","Treatment","0","USA","M","",""
"1044518","Control","0","USA","F","",""
"1006934","Treatment","0","MEX","F","",""
"1043018","Treatment","0","USA","F","",""
"1013897","Control","14.14","ESP","F","I","2023-01-25"
"1000955","Control","0","BRA","","",""
"1032028","Treatment","0","USA","M","",""
"1018674","Treatment","0","DEU","F","",""
"1047307","Treatment","0","USA","","",""
"1021359","Control","0","FRA","F","",""
"1016757","Control","0","USA","","",""
"1022559","Treatment","0","GBR","F","",""
"1043515","Control","0","TUR","F","",""
"1002251","Treatment","0","DEU","F","",""
"1011161","Treatment","0","DEU","M","",""
"1001716","Treatment","0","USA","M","",""
"1019538","Treatment","0","DEU","F","",""
"1042490","Control","0","BRA","M","",""
"1023318","Control","0","DEU","F","",""
"1048556","Control","0","MEX","","",""
"1038651","Treatment","46.06","MEX","F","I","2023-01-25"
"1027430","Treatment","0","DEU","","",""
"1018687","Control","0","USA","F","",""
"1016020","Control","0","TUR","M","",""
"1045412","Treatment","0","USA","M","",""
"1012380","Treatment","0","MEX","F","",""
"1036279","Control","0","DEU","","",""
"1019566","Treatment","0","USA","","",""
"1031130","Control","0","GBR","M","",""
"1018926","Control","0","USA","F","",""
"1021494","Treatment","0","ESP","F","",""
"1024977","Control","0","AUS","F","",""
"1003002","Control","0","GBR","","",""
"1019627","Control","0","DEU","F","",""
"1042764","Control","0","USA","","",""
"1019888","Control","0","USA","M","",""
"1001923","Control","0","GBR","F","",""
"1010893","Control","0","CAN","M","",""
"1032344","Treatment","0","MEX","","",""
"1000371","Control","0","USA","M","",""
"1018640","Treatment","0","BRA","M","",""
"1008230","Treatment","0","DEU","M","",""
"1007087","Control","0","BRA","F","",""
"1012206","Treatment","0","USA","M","",""
"1035809","Treatment","0","USA","F","",""
"1021103","Control","0","USA","F","",""
"1005258","Treatment","0","BRA","M","",""
"1047846","Treatment","0","USA","F","",""
"1019674","Treatment","0","AUS","","",""
"1010306","Control","0","TUR","F","",""
"1045997","Treatment","0","USA","F","",""
"1035203","Treatment","0","USA","M","",""
"1011018","Control","0","BRA","F","",""
"1023881","Treatment","0","MEX","","",""
"1024792","Control","0","FRA","F","",""
"1023578","Control","0","USA","","",""
"1044278","Treatment","0","BRA","","",""
"1048623","Control","0","BRA","F","",""
"1041566","Control","0","CAN","O","",""
"1022931","Treatment","0","MEX","F","",""
"1016499","Treatment","0","","F","",""
"1042992","Control","0","MEX","M","",""
"1048913","Treatment","0","DEU","F","",""
"1004361","Treatment","0","USA","M","",""
"1019142","Control","0","BRA","M","",""
"1017881","Control","0","USA","F","",""
"1036413","Control","0","DEU","F","",""
"1035748","Control","0","DEU","M","",""
"1012936","Treatment","0","BRA","F","",""
"1008775","Treatment","0","MEX","M","",""
"1012070","Treatment","0","TUR","F","",""
"1016906","Control","0","BRA","M","",""
"1015554","Control","0","BRA","","",""
"1031754","Control","0","BRA","F","",""
"1022654","Control","0","ESP","F","",""
"1048838","Treatment","0","DEU","F","",""
"1032725","Treatment","32.73","MEX","F","I","2023-01-25"
"1040038","Control","0","USA","M","",""
"1043182","Control","0","TUR","M","",""
"1019613","Treatment","0","USA","F","",""
"1021988","Treatment","0","USA","M","",""
"1000529","Treatment","0","GBR","M","",""
"1049572","Control","0","FRA","F","",""
"1041801","Treatment","0","","M","",""
"1048271","Treatment","0","USA","F","",""
"1045150","Treatment","0","USA","F","",""
"1009590","Treatment","0","CAN","O","",""
"1030728","Control","0","GBR","M","",""
"1035973","Treatment","0","BRA","","",""
"1044248","Treatment","0","BRA","M","",""
"1041115","Control","0","GBR","M","",""
"1040617","Control","0","USA","M","",""
"1033056","Treatment","0","BRA","M","",""
"1015405","Treatment","0","MEX","F","",""
"1029974","Treatment","0","BRA","","",""
"1025423","Treatment","0","USA","M","",""
"1015846","Treatment","0","MEX","F","",""
"1015312","Control","0","BRA","F","",""
"1005706","Control","0","FRA","M","",""
"1027848","Treatment","0","ESP","F","",""
"1049347","Control","0","FRA","F","",""
"1031413","Control","0","FRA","F","",""
"1004970","Treatment","0","FRA","","",""
"1022336","Treatment","137.64","DEU","","I","2023-02-01"
"1006831","Control","0","ESP","M","",""
"1027307","Treatment","0","MEX","","",""
"1027042","Treatment","0","USA","F","",""
"1019487","Control","0","USA","F","",""
"1049078","Treatment","0","FRA","","",""
"1028245","Treatment","0","BRA","M","",""
"1023466","Treatment","0","TUR","F","",""
"1004683","Treatment","0","USA","M","",""
"1018571","Treatment","0","MEX","M","",""
"1012511","Treatment","0","USA","M","",""
"1041489","Control","0","USA","M","",""
"1016293","Control","0","USA","F","",""
"1015245","Treatment","0","USA","M","",""
"1029391","Control","0","USA","F","",""
"1028675","Control","0","BRA","F","",""
"1026898","Control","0","USA","","",""
"1038212","Treatment","0","GBR","O","",""
"1019378","Control","0","MEX","","",""
"1005188","Control","0","AUS","M","",""
"1026099","Control","0","BRA","M","",""
"1024587","Control","0","MEX","M","",""
"1023633","Control","0","USA","","",""
"1006213","Treatment","0","CAN","F","",""
"1028824","Control","0","DEU","F","",""
"1014614","Treatment","0","DEU","M","",""
"1043970","Control","0","USA","","",""
"1014921","Control","0","MEX","F","",""
"1017817","Control","51.72","","O","I","2023-01-29"
"1009987","Treatment","0","DEU","M","",""
"1040480","Treatment","0","USA","F","",""
"1015178","Control","0","MEX","M","",""
"1000191","Treatment","0","FRA","F","",""
"1003439","Control","0","BRA","O","",""
"1007169","Treatment","0","FRA","O","",""
"1041287","Treatment","0","BRA","F","",""
"1011776","Control","0","BRA","","",""
"1003809","Treatment","0","BRA","M","",""
"1046182","Control","0","USA","F","",""
"1043143","Treatment","0","USA","F","",""
"1019819","Control","0","FRA","","",""
"1031975","Control","0","USA","","",""
"1008549","Control","0","TUR","","",""
"1001915","Treatment","0","ESP","","",""
"1002102","Treatment","0","USA","F","",""
"1037278","Control","0","CAN","F","",""
"1027455","Treatment","0","GBR","M","",""
"1017280","Treatment","0","USA","F","",""
"1008844","Treatment","0","MEX","F","",""
"1043335","Treatment","0","GBR","O","",""
"1026973","Treatment","0","ESP","F","",""
"1048595","Control","0","USA","M","",""
"1046845","Control","0","BRA","F","",""
"1011129","Treatment","0","DEU","M","",""
"1033406","Treatment","0","BRA","F","",""
"1031417","Treatment","0","BRA","F","",""
"1014158","Control","0","MEX","","",""
"1013770","Treatment","0","MEX","M","",""
"1048977","Control","0","FRA","F","",""
"1014179","Treatment","0","TUR","F","",""
"1020090","Control","0","FRA","","",""
"1037338","Control","0","BRA","F","",""
"1018550","Treatment","0","MEX","F","",""
"1036292","Treatment","0","AUS","M","",""
"1025721","Control","0","MEX","F","",""
"1034871","Treatment","0","BRA","M","",""
"1010580","Treatment","0","USA","M","",""
"1046370","Treatment","0","DEU","F","",""
"1040118","Treatment","0","TUR","F","",""
"1008657","Treatment","0","DEU","M","",""
"1008604","Treatment","0","TUR","F","",""
"1008560","Control","0","DEU","M","",""
"1044241","Treatment","0","MEX","M","",""
"1036471","Control","0","USA","","",""
"1036011","Treatment","0","USA","M","",""
"1002033","Control","0","BRA","M","",""
"1038566","Control","19.58","MEX","F","A","2023-01-27"
"1019906","Control","0","USA","F","",""
"1017774","Treatment","0","BRA","F","",""
"1039938","Treatment","0","BRA","","",""
"1042829","Control","0","BRA","M","",""
"1045233","Treatment","0","ESP","F","",""
"1006363","Treatment","0","USA","","",""
"1047330","Treatment","0","BRA","M","",""
"1022215","Treatment","0","USA","M","",""
"1008004","Control","0","BRA","M","",""
"1046582","Treatment","0","BRA","F","",""
"1006594","Treatment","0","FRA","F","",""
"1026543","Control","0","USA","M","",""
"1005178","Control","0","BRA","M","",""
"1038173","Control","0","GBR","M","",""
"1018110","Treatment","0","TUR","F","",""
"1015134","Control","0","ESP","F","",""
"1005462","Treatment","0","MEX","F","",""
"1028480","Treatment","0","MEX","M","",""
"1021314","Treatment","0","USA","M","",""
"1017450","Treatment","0","BRA","M","",""
"1019694","Control","0","GBR","F","",""
"1013798","Control","0","DEU","M","",""
"1008709","Control","0","FRA","F","",""
"1036312","Treatment","0","BRA","M","",""
"1049580","Control","0","TUR","","",""
"1047202","Control","0","AUS","M","",""
"1030882","Control","0","FRA","F","",""
"1028471","Treatment","0","DEU","M","",""
"1013879","Control","0","TUR","M","",""
"1005338","Control","0","USA","F","",""
"1001760","Treatment","0","USA","M","",""
"1040456","Treatment","0","MEX","F","",""
"1035299","Control","0","AUS","F","",""
"1008954","Control","50.53","GBR","M","A","2023-01-25"
"1003121","Control","0","BRA","","",""
"1049993","Control","0","USA","M","",""
"1001072","Control","0","USA","","",""
"1034998","Control","0","BRA","","",""
"1010613","Treatment","0","FRA","M","",""
"1006480","Control","0","BRA","F","",""
"1001212","Treatment","0","USA","M","",""
"1028742","Control","0","USA","F","",""
"1011275","Control","0","ESP","F","",""
"1005844","Control","0","CAN","F","",""
"1001094","Treatment","0","AUS","M","",""
"1020556","Treatment","0","MEX","F","",""
"1012979","Treatment","0","MEX","F","",""
"1040133","Control","0","USA","F","",""
"1028812","Control","0","BRA","M","",""
"1034308","Control","0","BRA","F","",""
"1001513","Control","0","CAN","","",""
"1023190","Control","0","TUR","M","",""
"1004059","Control","0","USA","F","",""
"1041069","Treatment","0","BRA","M","",""
"1002631","Treatment","0","USA","F","",""
"1040679","Treatment","0","MEX","M","",""
"1047150","Treatment","0","USA","F","",""
"1046825","Treatment","0","MEX","M","",""
"1041430","Treatment","0","TUR","F","",""
"1042145","Treatment","0","BRA","M","",""
"1010879","Control","0","MEX","M","",""
"1046732","Control","0","BRA","","",""
"1020155","Treatment","0","BRA","M","",""
"1019637","Control","0","ESP","M","",""
"1009438","Treatment","0","DEU","F","",""
"1025207","Control","0","MEX","F","",""
"1021447","Control","0","BRA","F","",""
"1018122","Control","0","GBR","M","",""
"1005192","Control","0","USA","M","",""
"1001354","Treatment","0","BRA","M","",""
"1046040","Treatment","0","ESP","F","",""
"1036970","Control","0","FRA","M","",""
"1025804","Treatment","0","BRA","F","",""
"1016081","Control","0","USA","","",""
"1006460","Treatment","0","ESP","M","",""
"1016673","Treatment","0","ESP","F","",""
"1022627","Control","0","CAN","M","",""
"1005650","Control","0","MEX","M","",""
"1013130","Control","0","FRA","F","",""
"1027518","Control","0","USA","M","",""
"1018966","Control","0","USA","F","",""
"1014221","Control","0","ESP","F","",""
"1049763","Control","0","AUS","F","",""
"1046096","Treatment","0","USA","M","",""
"1005512","Control","0","BRA","","",""
"1021254","Control","0","MEX","F","",""
"1023546","Treatment","0","TUR","F","",""
"1003411","Treatment","0","GBR","M","",""
"1020210","Treatment","0","TUR","F","",""
"1034064","Treatment","0","USA","M","",""
"1010711","Treatment","0","TUR","F","",""
"1005745","Treatment","0","USA","F","",""
"1042189","Control","0","USA","F","",""
"1025016","Control","0","BRA","M","",""
"1018412","Treatment","0","FRA","M","",""
"1045050","Treatment","0","USA","O","",""
"1004603","Control","0","BRA","F","",""
"1045114","Control","0","DEU","F","",""
"1003542","Treatment","0","MEX","M","",""
"1049329","Treatment","0","USA","M","",""
"1038062","Treatment","0","USA","M","",""
"1047920","Treatment","0","BRA","F","",""
"1018919","Control","0","MEX","F","",""
"1012680","Treatment","0","TUR","F","",""
"1020192","Control","0","TUR","F","",""
"1005288","Control","0","ESP","M","",""
"1046589","Control","0","BRA","F","",""
"1039061","Control","0","TUR","M","",""
"1037541","Control","0","MEX","M","",""
"1013209","Control","0","TUR","M","",""
"1026217","Control","0","USA","F","",""
"1038489","Control","0","BRA","M","",""
"1014878","Control","0","DEU","M","",""
"1012444","Control","0","USA","F","",""
"1040215","Control","0","BRA","M","",""
"1010621","Control","0","DEU","M","",""
"1016806","Treatment","0","TUR","F","",""
"1027757","Treatment","0","MEX","F","",""
"1029130","Treatment","0","USA","M","",""
"1006513","Treatment","0","BRA","F","",""
"1016816","Treatment","0","USA","F","",""
"1047236","Treatment","0","ESP","","",""
"1031973","Control","0","USA","M","",""
"1020729","Control","0","BRA","M","",""
"1020907","Control","0","BRA","M","",""
"1007780","Control","0","USA","F","",""
"1018982","Treatment","0","USA","F","",""
"1008289","Treatment","0","BRA","M","",""
"1049924","Treatment","0","FRA","F","",""
"1042602","Control","0","DEU","M","",""
"1019244","Control","0","BRA","M","",""
"1037385","Control","106.92","TUR","F","A","2023-01-28"
"1001209","Control","0","USA","M","",""
"1027925","Control","0","USA","F","",""
"1008821","Treatment","0","BRA","F","",""
"1032326","Treatment","0","","M","",""
"1028402","Control","0","MEX","F","",""
"1004229","Control","0","GBR","F","",""
"1034418","Control","0","BRA","F","",""
"1019742","Control","0","MEX","M","",""
"1008917","Treatment","0","USA","F","",""
"1010307","Control","0","USA","M","",""
"1000369","Control","0","BRA","O","",""
"1040533","Control","0","BRA","F","",""
"1035582","Treatment","0","TUR","F","",""
"1015775","Treatment","0","MEX","","",""
"1036614","Control","0","MEX","M","",""
"1014233","Control","0","","O","",""
"1015376","Treatment","0","DEU","F","",""
"1046797","Treatment","0","BRA","O","",""
"1026911","Treatment","0","USA","F","",""
"1010536","Control","0","USA","F","",""
"1018406","Control","0","BRA","","",""
"1033720","Treatment","0","CAN","F","",""
"1004363","Treatment","0","BRA","","",""
"1037727","Treatment","0","TUR","F","",""
"1002210","Treatment","0","USA","F","",""
"1000174","Treatment","0","TUR","M","",""
"1049560","Control","0","BRA","M","",""
"1004710","Treatment","0","BRA","M","",""
"1010281","Control","0","USA","F","",""
"1004708","Treatment","0","DEU","F","",""
"1038640","Treatment","0","BRA","F","",""
"1018135","Treatment","0","BRA","F","",""
"1016873","Treatment","0","MEX","F","",""
"1005158","Control","0","BRA","F","",""
"1045980","Control","0","USA","","",""
"1007644","Treatment","0","CAN","F","",""
"1026860","Control","0","BRA","M","",""
"1026433","Treatment","0","AUS","M","",""
"1016391","Control","0","USA","","",""
"1043936","Control","0","","M","",""
"1032449","Control","0","TUR","M","",""
"1038264","Treatment","0","MEX","F","",""
"1011652","Treatment","0","GBR","F","",""
"1022172","Treatment","0","USA","M","",""
"1040940","Treatment","0","USA","M","",""
"1030888","Treatment","0","USA","M","",""
"1020426","Treatment","0","GBR","F","",""
"1019755","Treatment","84.37","BRA","F","A","2023-01-31"
"1022785","Control","0","USA","M","",""
"1023031","Control","0","USA","M","",""
"1004434","Control","0","USA","M","",""
"1043777","Control","0","USA","M","",""
"1039753","Control","0","TUR","","",""
"1003036","Control","0","TUR","M","",""
"1018193","Control","0","BRA","F","",""
"1042786","Treatment","0","GBR","","",""
"1016827","Control","0","FRA","M","",""
"1031989","Control","0","CAN","F","",""
"1038948","Control","0","ESP","M","",""
"1022830","Treatment","0","USA","F","",""
"1013836","Control","0","BRA","F","",""
"1004491","Treatment","0","TUR","F","",""
"1045879","Control","0","USA","M","",""
"1002029","Treatment","0","USA","M","",""
"1022541","Treatment","0","DEU","F","",""
"1016666","Control","0","BRA","M","",""
"1040858","Treatment","0","ESP","F","",""
"1037652","Treatment","0","TUR","M","",""
"1013146","Treatment","0","FRA","","",""
"1013046","Control","0","USA","M","",""
"1025038","Control","0","GBR","F","",""
"1015503","Control","0","USA","F","",""
"1010880","Treatment","0","BRA","M","",""
"1005926","Treatment","0","BRA","M","",""
"1049865","Control","0","CAN","","",""
"1039415","Control","0","USA","F","",""
"1005828","Control","0","USA","M","",""
"1042097","Control","0","BRA","","",""
"1032843","Treatment","58.83","USA","F","I","2023-01-26"
"1021467","Control","0","FRA","M","",""
"1047606","Control","0","USA","M","",""
"1043852","Control","0","USA","M","",""
"1020912","Control","0","MEX","M","",""
"1012790","Treatment","0","DEU","","",""
"1033894","Control","0","ESP","","",""
"1004907","Control","0","BRA","F","",""
"1022358","Control","0","MEX","M","",""
"1036032","Treatment","0","ESP","M","",""
"1042454","Treatment","0","USA","M","",""
"1036105","Control","0","DEU","M","",""
"1015919","Control","0","TUR","F","",""
"1035790","Control","0","BRA","F","",""
"1029747","Control","0","DEU","O","",""
"1011141","Control","0","TUR","F","",""
"1026579","Control","0","MEX","M","",""
"1011730","Treatment","0","BRA","F","",""
"1032960","Control","0","USA","F","",""
"1039146","Control","0","BRA","O","",""
"1007279","Control","0","BRA","M","",""
"1008940","Control","0","USA","F","",""
"1035327","Control","0","FRA","F","",""
"1042393","Treatment","0","GBR","F","",""
"1046184","Treatment","0","BRA","M","",""
"1047710","Treatment","0","USA","O","",""
"1013091","Control","0","BRA","M","",""
"1008125","Treatment","0","AUS","","",""
"1047111","Control","0","USA","F","",""
"1036839","Treatment","0","USA","F","",""
"1004963","Treatment","0","DEU","M","",""
"1044516","Control","0","BRA","M","",""
"1006848","Treatment","0","AUS","F","",""
"1003932","Treatment","0","USA","","",""
"1028367","Treatment","0","MEX","F","",""
"1000571","Control","0","USA","F","",""
"1030944","Treatment","0","TUR","M","",""
"1045294","Control","0","GBR","F","",""
"1000260","Treatment","0","USA","F","",""
"1004367","Treatment","0","ESP","F","",""
"1014753","Treatment","0","USA","F","",""
"1021422","Treatment","0","MEX","F","",""
"1010934","Treatment","0","USA","F","",""
"1003962","Treatment","0","BRA","","",""
"1026752","Control","0","BRA","","",""
"1043054","Treatment","0","USA","M","",""
"1005956","Control","0","BRA","M","",""
"1004804","Control","0","MEX","M","",""
"1004676","Control","0","USA","F","",""
"1007607","Treatment","0","USA","F","",""
"1019915","Treatment","0","BRA","M","",""
"1041450","Treatment","0","TUR","M","",""
"1033955","Control","0","BRA","M","",""
"1012378","Treatment","0","USA","M","",""
"1037610","Control","0","USA","F","",""
"1022645","Control","0","TUR","F","",""
"1039114","Treatment","0","BRA","M","",""
"1044398","Control","62.94","ESP","M","I","2023-01-25"
"1015369","Treatment","0","DEU","M","",""
"1028896","Treatment","0","USA","F","",""
"1002154","Control","0","MEX","F","",""
"1027831","Treatment","0","BRA","M","",""
"1016372","Control","0","USA","M","",""
"1034276","Control","0","FRA","F","",""
"1027434","Control","0","DEU","O","",""
"1026902","Control","0","TUR","","",""
"1033036","Control","0","TUR","","",""
"1039339","Treatment","0","USA","M","",""
"1046555","Treatment","0","USA","M","",""
"1043666","Treatment","7.52","USA","F","A","2023-01-27"
"1012476","Treatment","0","MEX","F","",""
"1022576","Treatment","0","CAN","O","",""
"1030096","Control","0","BRA","F","",""
"1029376","Treatment","0","USA","M","",""
"1012762","Control","0","USA","F","",""
"1037143","Control","0","USA","F","",""
"1006484","Treatment","0","FRA","F","",""
"1015949","Control","0","USA","","",""
"1012402","Control","0","USA","","",""
"1044730","Control","0","GBR","","",""
"1023522","Control","0","USA","F","",""
"1024513","Control","0","USA","F","",""
"1016866","Control","0","MEX","M","",""
"1027056","Control","0","TUR","M","",""
"1019423","Treatment","0","","M","",""
"1041632","Control","0","CAN","","",""
"1040523","Control","0","BRA","M","",""
"1018462","Treatment","0","MEX","F","",""
"1040084","Treatment","0","MEX","F","",""
"1035239","Control","0","","","",""
"1027829","Treatment","0","BRA","M","",""
"1013892","Treatment","0","USA","M","",""
"1007395","Treatment","0","TUR","","",""
"1012403","Control","0","MEX","F","",""
"1011938","Treatment","0","USA","O","",""
"1024987","Treatment","0","DEU","M","",""
"1016356","Treatment","0","BRA","M","",""
"1041172","Control","0","USA","M","",""
"1025830","Control","33.76","BRA","","A","2023-01-26"
"1024360","Treatment","0","USA","F","",""
"1044445","Treatment","0","GBR","","",""
"1013849","Control","0","CAN","M","",""
"1031001","Treatment","0","ESP","M","",""
"1048989","Treatment","0","USA","F","",""
"1007713","Control","0","BRA","F","",""
"1042379","Control","0","BRA","","",""
"1028218","Treatment","71.2","ESP","","A","2023-01-25"
"1007756","Treatment","0","FRA","M","",""
"1027993","Treatment","0","ESP","M","",""
"1049900","Treatment","0","USA","F","",""
"1044193","Treatment","0","USA","M","",""
"1032854","Control","0","GBR","M","",""
"1032336","Control","0","DEU","M","",""
"1003206","Control","50.03","USA","F","A","2023-01-30"
"1035268","Treatment","0","DEU","","",""
"1013440","Treatment","0","USA","M","",""
"1048698","Control","43.39","GBR","F","I","2023-01-27"
"1042699","Control","0","USA","M","",""
"1009210","Treatment","0","MEX","","",""
"1005998","Control","0","MEX","M","",""
"1041951","Treatment","0","TUR","F","",""
"1001296","Treatment","0","USA","","",""
"1028868","Treatment","0","MEX","F","",""
"1028535","Treatment","0","CAN","M","",""
"1014907","Control","0","DEU","M","",""
"1046159","Treatment","0","BRA","M","",""
"1032311","Treatment","0","BRA","F","",""
"1036758","Treatment","0","USA","F","",""
"1010829","Control","0","USA","F","",""
"1045820","Treatment","0","USA","M","",""
"1008058","Control","0","USA","F","",""
"1015916","Control","0","FRA","M","",""
"1006248","Treatment","0","MEX","F","",""
"1036220","Treatment","0","MEX","M","",""
"1004568","Control","0","BRA","","",""
"1042147","Control","0","BRA","F","",""
"1032091","Treatment","0","BRA","M","",""
"1040691","Treatment","0","GBR","M","",""
"1042419","Control","0","USA","F","",""
"1037237","Control","0","MEX","M","",""
"1049821","Control","0","USA","M","",""
"1000397","Treatment","0","CAN","F","",""
"1039162","Control","0","FRA","F","",""
"1030305","Control","0","MEX","","",""
"1038913","Treatment","0","CAN","","",""
"1036670","Treatment","0","USA","F","",""
"1041975","Control","0","FRA","M","",""
"1014313","Treatment","0","GBR","","",""
"1027412","Control","0","TUR","","",""
"1034189","Treatment","0","","","",""
"1042854","Treatment","0","USA","F","",""
"1024301","Treatment","0","BRA","F","",""
"1016677","Treatment","49.2","USA","F","I","2023-01-28"
"1043288","Treatment","0","TUR","M","",""
"1017194","Treatment","0","MEX","F","",""
"1026869","Control","0","BRA","F","",""
"1004966","Control","0","BRA","M","",""
"1001771","Treatment","0","USA","F","",""
"1034183","Control","0","USA","M","",""
"1029120","Treatment","0","GBR","M","",""
"1006471","Control","0","USA","F","",""
"1030029","Control","0","BRA","","",""
"1028555","Control","0","DEU","F","",""
"1026435","Treatment","0","DEU","F","",""
"1009635","Control","0","FRA","F","",""
"1034540","Control","0","USA","F","",""
"1016045","Treatment","0","USA","F","",""
"1030587","Control","0","TUR","M","",""
"1044754","Treatment","0","GBR","","",""
"1037466","Treatment","0","BRA","M","",""
"1045704","Control","0","CAN","F","",""
"1018276","Treatment","0","BRA","","",""
"1046692","Treatment","0","USA","F","",""
"1028845","Control","0","BRA","M","",""
"1005183","Control","0","","F","",""
"1026480","Treatment","0","USA","","",""
"1000845","Treatment","0","MEX","F","",""
"1000530","Treatment","0","FRA","F","",""
"1000325","Control","0","MEX","M","",""
"1044225","Treatment","0","USA","M","",""
"1048372","Treatment","0","GBR","M","",""
"1025648","Treatment","0","MEX","F","",""
"1042386","Control","0","BRA","M","",""
"1011883","Treatment","0","ESP","M","",""
"1043469","Control","0","FRA","","",""
"1036726","Control","0","BRA","F","",""
"1028679","Treatment","0","BRA","M","",""
"1035534","Control","0","USA","F","",""
"1026446","Control","0","DEU","F","",""
"1018683","Control","0","FRA","F","",""
"1011217","Control","0","USA","M","",""
"1014721","Treatment","0","USA","F","",""
"1019587","Treatment","0","USA","M","",""
"1037291","Control","0","BRA","F","",""
"1003426","Treatment","0","FRA","F","",""
"1001742","Treatment","0","MEX","M","",""
"1032144","Control","0","DEU","F","",""
"1026845","Treatment","0","USA","F","",""
"1036107","Treatment","0","","M","",""
"1033341","Control","0","BRA","","",""
"1017990","Treatment","0","USA","F","",""
"1027236","Treatment","0","TUR","M","",""
"1021893","Treatment","0","FRA","M","",""
"1001602","Treatment","0","USA","M","",""
"1006962","Control","0","AUS","M","",""
"1012861","Treatment","0","DEU","M","",""
"1011872","Treatment","0","GBR","F","",""
"1049481","Control","0","MEX","","",""
"1048545","Treatment","0","USA","F","",""
"1039624","Treatment","0","CAN","F","",""
"1005033","Control","0","MEX","F","",""
"1016936","Control","0","FRA","M","",""
"1001414","Control","0","BRA","F","",""
"1007801","Control","0","TUR","M","",""
"1039676","Treatment","0","FRA","F","",""
"1005071","Control","0","DEU","M","",""
"1032797","Control","0","GBR","F","",""
"1008363","Control","0","MEX","M","",""
"1037383","Treatment","0","BRA","M","",""
"1016026","Treatment","0","GBR","M","",""
"1011211","Treatment","0","USA","M","",""
"1025117","Control","0","USA","F","",""
"1026393","Treatment","0","BRA","F","",""
"1042110","Control","0","USA","F","",""
"1018179","Control","0","DEU","M","",""
"1033106","Control","0","BRA","F","",""
"1022377","Treatment","0","USA","M","",""
"1044220","Control","0","USA","F","",""
"1019812","Control","0","USA","F","",""
"1033827","Control","0","BRA","F","",""
"1008643","Treatment","0","","F","",""
"1012155","Control","0","BRA","M","",""
"1043870","Treatment","0","FRA","F","",""
"1000744","Control","0","MEX","F","",""
"1042984","Control","0","USA","M","",""
"1028903","Treatment","0","TUR","M","",""
"1042936","Control","151.75","USA","F","I","2023-01-25"
"1010996","Treatment","0","MEX","","",""
"1038284","Control","0","USA","M","",""
"1007519","Control","0","BRA","F","",""
"1023797","Control","0","BRA","M","",""
"1030287","Control","0","GBR","F","",""
"1019058","Control","0","BRA","M","",""
"1023080","Treatment","0","FRA","M","",""
"1017872","Control","0","BRA","F","",""
"1049938","Control","0","GBR","M","",""
"1030309","Treatment","0","BRA","M","",""
"1018454","Control","0","BRA","M","",""
"1043021","Treatment","0","USA","M","",""
"1040900","Control","0","BRA","","",""
"1049737","Treatment","0","USA","M","",""
"1041693","Control","0","BRA","F","",""
"1015096","Treatment","0","TUR","F","",""
"1039336","Treatment","0","BRA","M","",""
"1048809","Control","64.38","TUR","M","I","2023-02-05"
"1045284","Treatment","0","MEX","M","",""
"1022065","Control","0","USA","F","",""
"1005952","Control","0","CAN","M","",""
"1032227","Control","0","DEU","M","",""
"1030228","Treatment","0","BRA","F","",""
"1027990","Treatment","0","GBR","F","",""
"1035597","Control","0","BRA","F","",""
"1042012","Treatment","0","USA","F","",""
"1032064","Control","0","MEX","M","",""
"1020834","Control","0","MEX","F","",""
"1038251","Control","0","GBR","M","",""
"1037151","Treatment","0","BRA","M","",""
"1015542","Control","0","DEU","F","",""
"1034026","Treatment","0","BRA","M","",""
"1003551","Control","0","MEX","","",""
"1005992","Treatment","0","USA","M","",""
"1028241","Treatment","0","BRA","","",""
"1012320","Control","0","USA","F","",""
"1046561","Treatment","0","USA","F","",""
"1004865","Treatment","0","MEX","","",""
"1000143","Treatment","0","USA","","",""
"1048183","Treatment","0","BRA","F","",""
"1026091","Control","0","USA","F","",""
"1030549","Treatment","0","BRA","M","",""
"1004317","Treatment","0","DEU","F","",""
"1030593","Control","0","MEX","F","",""
"1018040","Treatment","0","MEX","M","",""
"1016255","Treatment","0","USA","M","",""
"1007747","Treatment","0","USA","F","",""
"1000111","Treatment","0","GBR","","",""
"1038387","Control","28.5","USA","M","A","2023-02-01"
"1003916","Control","0","MEX","M","",""
"1004655","Treatment","0","USA","F","",""
"1004097","Control","0","TUR","F","",""
"1034099","Treatment","0","BRA","O","",""
"1022243","Treatment","0","USA","M","",""
"1048824","Treatment","0","USA","F","",""
"1035053","Treatment","0","BRA","F","",""
"1045791","Control","0","BRA","M","",""
"1010914","Treatment","0","USA","F","",""
"1033179","Control","0","AUS","M","",""
"1030923","Treatment","0","MEX","M","",""
"1034368","Control","0","DEU","F","",""
"1034787","Treatment","0","MEX","F","",""
"1011821","Treatment","0","BRA","","",""
"1040087","Treatment","0","BRA","","",""
"1034848","Treatment","0","MEX","M","",""
