"uid","cluster","spent","country","gender","device"
"1043582","Treatment","0","FRA","F",""
"1043583","Treatment","0","USA","M",""
"1043584","Control","0","BRA","M",""
"1043585","Control","0","BRA","F",""
"1043586","Control","0","FRA","M",""
"1043587","Treatment","0","ESP","F",""
"1043589","Control","0","BRA","F",""
"1043590","Control","0","USA","M",""
"1043591","Treatment","0","USA","O",""
"1043592","Control","0","ESP","M",""
"1043593","Control","0","BRA","M",""
"1043594","Control","0","GBR","F",""
"1043595","Treatment","0","BRA","",""
"1043596","Treatment","0","USA","O",""
"1043597","Treatment","0","AUS","F",""
"1043598","Treatment","0","USA","F",""
"1043599","Treatment","0","DEU","F",""
"1043600","Control","0","ESP","M",""
"1043601","Control","0","BRA","F",""
"1043602","Treatment","0","MEX","F",""
"1043603","Control","0","MEX","M",""
"1043604","Treatment","0","TUR","F",""
"1043605","Treatment","0","GBR","F",""
"1043606","Control","0","DEU","",""
"1043607","Control","0","BRA","F",""
"1043608","Treatment","0","USA","F",""
"1043609","Treatment","0","ESP","M",""
"1043610","Control","0","ESP","",""
"1043611","Treatment","0","MEX","",""
"1043612","Treatment","0","USA","",""
"1043613","Treatment","0","USA","",""
"1043614","Control","0","DEU","",""
"1043615","Treatment","0","BRA","M",""
"1043616","Control","0","CAN","M",""
"1043617","Treatment","0","DEU","",""
"1043618","Control","0","USA","M",""
"1043619","Treatment","0","BRA","",""
"1043620","Control","0","USA","F",""
"1043621","Treatment","0","GBR","",""
"1043622","Control","0","USA","F",""
"1043623","Control","0","USA","F",""
"1043624","Treatment","0","USA","O",""
"1043625","Control","0","USA","F",""
"1043626","Treatment","0","USA","F",""
"1043627","Control","0","USA","F",""
"1043628","Control","65.78","BRA","","I"
"1043629","Control","0","USA","M",""
"1043630","Treatment","0","BRA","M",""
"1043631","Treatment","0","USA","M",""
"1043632","Control","0","USA","F",""
"1043633","Control","0","AUS","F",""
"1043634","Control","0","MEX","M",""
"1043635","Control","0","BRA","M",""
"1043636","Treatment","0","CAN","M",""
"1043637","Treatment","0","USA","M",""
"1043638","Control","0","USA","F",""
"1043639","Control","0","USA","M",""
"1043640","Treatment","0","DEU","M",""
"1043641","Control","0","USA","",""
"1043642","Treatment","0","GBR","F",""
"1043643","Treatment","0","USA","M",""
"1043644","Treatment","0","BRA","",""
"1043645","Treatment","178.14","BRA","M","I"
"1043646","Control","0","ESP","M",""
"1043647","Treatment","0","USA","M",""
"1043648","Control","82.57","MEX","F","I"
"1043649","Control","0","GBR","F",""
"1043651","Treatment","0","DEU","",""
"1043652","Treatment","0","BRA","M",""
"1043653","Control","0","GBR","",""
"1043654","Control","0","USA","M",""
"1043655","Control","0","ESP","M",""
"1043657","Treatment","0","MEX","F",""
"1043658","Treatment","0","GBR","F",""
"1043659","Control","0","FRA","F",""
"1043660","Control","0","BRA","M",""
"1043661","Treatment","0","DEU","F",""
"1043662","Control","0","GBR","F",""
"1043663","Treatment","0","BRA","F",""
"1043664","Treatment","0","USA","",""
"1043665","Treatment","0","USA","M",""
"1043666","Treatment","7.52","USA","F","A"
"1043667","Control","0","USA","",""
"1043668","Control","0","GBR","F",""
"1043669","Treatment","0","USA","M",""
"1043670","Control","0","MEX","M",""
"1043671","Control","0","BRA","F",""
"1043672","Control","0","FRA","",""
"1043673","Treatment","0","USA","O",""
"1043674","Treatment","0","BRA","M",""
"1043675","Control","0","GBR","F",""
"1043676","Control","0","USA","M",""
"1043677","Treatment","0","MEX","M",""
"1043678","Control","0","MEX","M",""
"1043679","Treatment","0","USA","M",""
"1043680","Control","0","","F",""
"1043681","Treatment","0","USA","M",""
"1043682","Treatment","0","BRA","",""
"1043683","Treatment","0","USA","F",""
"1043684","Treatment","0","USA","F",""
"1043685","Control","68.07","USA","F","A"
"1043686","Control","0","USA","M",""
"1043687","Control","0","USA","F",""
"1043688","Control","0","MEX","F",""
"1043689","Control","0","USA","M",""
"1043690","Control","0","USA","F",""
"1043691","Treatment","0","CAN","M",""
"1043692","Control","0","DEU","M",""
"1043693","Control","0","USA","M",""
"1043694","Treatment","0","AUS","F",""
"1043695","Treatment","0","MEX","M",""
"1043696","Treatment","0","BRA","F",""
"1043697","Treatment","0","AUS","M",""
"1043698","Control","0","BRA","F",""
"1043699","Control","0","TUR","",""
"1043700","Control","0","USA","M",""
"1043701","Control","0","USA","M",""
"1043702","Control","0","TUR","F",""
"1043703","Treatment","0","BRA","F",""
"1043704","Treatment","0","CAN","F",""
"1043705","Control","0","BRA","",""
"1043706","Control","0","USA","M",""
"1043707","Treatment","0","USA","M",""
"1043708","Treatment","0","AUS","M",""
"1043711","Treatment","134.19","USA","F","A"
"1043712","Treatment","0","BRA","F",""
"1043713","Treatment","0","USA","F",""
"1043714","Control","0","ESP","F",""
"1043715","Control","0","AUS","M",""
"1043716","Treatment","0","GBR","O",""
"1043717","Treatment","0","BRA","M",""
"1043718","Control","0","DEU","M",""
"1043719","Treatment","0","TUR","M",""
"1043720","Treatment","0","USA","M",""
"1043721","Treatment","0","USA","M",""
"1043722","Treatment","0","BRA","",""
"1043723","Treatment","0","FRA","M",""
"1043724","Control","0","USA","",""
"1043725","Control","0","BRA","F",""
"1043726","Treatment","0","USA","F",""
"1043727","Treatment","0","USA","M",""
"1043728","Treatment","0","TUR","M",""
"1043729","Treatment","0","ESP","",""
"1043730","Control","0","USA","O",""
"1043731","Control","0","CAN","F",""
"1043732","Treatment","0","MEX","F",""
"1043733","Treatment","0","USA","M",""
"1043734","Control","0","AUS","M",""
"1043735","Treatment","0","MEX","F",""
"1043736","Control","0","GBR","M",""
"1043737","Treatment","0","USA","F",""
"1043738","Control","0","BRA","F",""
"1043739","Control","0","TUR","",""
"1043740","Control","0","USA","M",""
"1043741","Control","0","USA","O",""
"1043742","Treatment","0","USA","F",""
"1043743","Treatment","0","MEX","",""
"1043744","Treatment","0","MEX","",""
"1043745","Treatment","0","MEX","M",""
"1043746","Control","74.05","DEU","F","I"
"1043747","Control","0","USA","M",""
"1043748","Control","30.02","TUR","M","I"
"1043749","Control","61.65","DEU","F","A"
"1043750","Treatment","0","USA","M",""
"1043751","Treatment","0","USA","F",""
"1043752","Control","0","FRA","M",""
"1043753","Treatment","0","TUR","",""
"1043754","Treatment","0","GBR","",""
"1043755","Control","0","GBR","F",""
"1043756","Treatment","0","TUR","F",""
"1043757","Treatment","0","FRA","M",""
"1043758","Treatment","24.6","AUS","M","I"
"1043759","Treatment","0","MEX","",""
"1043760","Treatment","0","MEX","F",""
"1043761","Treatment","0","MEX","M",""
"1043762","Control","0","CAN","M",""
"1043763","Treatment","21.997516529820434","BRA","","A"
"1043764","Control","0","BRA","M",""
"1043765","Control","0","USA","M",""
"1043766","Treatment","0","USA","",""
"1043767","Treatment","0","USA","F",""
"1043768","Control","0","USA","M",""
"1043770","Treatment","0","CAN","F",""
"1043771","Treatment","0","TUR","F",""
"1043772","Treatment","0","USA","F",""
"1043773","Treatment","0","BRA","F",""
"1043774","Control","0","USA","F",""
"1043775","Control","0","USA","",""
"1043777","Control","0","USA","M",""
"1043778","Control","0","DEU","F",""
"1043779","Treatment","0","BRA","F",""
"1043780","Control","0","USA","F",""
"1043781","Control","0","TUR","F",""
"1043782","Treatment","0","FRA","F",""
"1043783","Treatment","0","USA","M",""
"1043784","Control","0","GBR","M",""
"1043785","Control","0","MEX","M",""
"1043786","Control","0","BRA","M",""
"1043787","Control","0","MEX","M",""
"1043788","Control","0","BRA","M",""
"1043789","Treatment","0","CAN","F",""
"1043790","Treatment","0","MEX","",""
"1043791","Control","0","TUR","F",""
"1043792","Control","0","TUR","F",""
"1043793","Control","0","BRA","M",""
"1043794","Treatment","0","USA","M",""
"1043795","Control","0","ESP","M",""
"1043796","Control","0","BRA","M",""
"1043797","Treatment","0","MEX","F",""
"1043798","Control","0","GBR","M",""
"1043799","Treatment","0","BRA","M",""
"1043800","Control","0","BRA","",""
"1043801","Control","0","MEX","F",""
"1043802","Control","0","USA","F",""
"1043803","Control","0","BRA","F",""
"1043804","Treatment","0","USA","F",""
"1043805","Treatment","0","USA","M",""
"1043806","Control","0","BRA","F",""
"1043807","Treatment","0","USA","F",""
"1043808","Treatment","0","USA","",""
"1043809","Treatment","0","GBR","F",""
"1043810","Control","0","BRA","",""
"1043811","Treatment","8.55","MEX","F","A"
"1043812","Treatment","0","USA","",""
"1043813","Control","0","BRA","",""
"1043814","Control","0","ESP","F",""
"1043815","Treatment","0","ESP","M",""
"1043816","Control","0","USA","M",""
"1043817","Treatment","0","BRA","O",""
"1043818","Control","0","USA","F",""
"1043819","Control","0","BRA","F",""
"1043820","Control","0","FRA","",""
"1043821","Control","0","FRA","M",""
"1043822","Control","0","USA","F",""
"1043823","Control","0","BRA","F",""
"1043824","Control","0","USA","F",""
"1043825","Treatment","0","USA","F",""
"1043826","Control","0","FRA","M",""
"1043827","Treatment","0","AUS","M",""
"1043828","Control","0","CAN","F",""
"1043829","Treatment","0","USA","F",""
"1043830","Treatment","0","ESP","M",""
"1043831","Treatment","0","FRA","F",""
"1043832","Treatment","0","BRA","",""
"1043833","Control","30.2","DEU","M","I"
"1043834","Treatment","0","ESP","F",""
"1043835","Control","425.4","USA","F","A"
"1043837","Treatment","0","","F",""
"1043838","Control","0","CAN","M",""
"1043839","Control","0","USA","F",""
"1043840","Treatment","0","USA","M",""
"1043841","Control","0","USA","",""
"1043842","Control","0","USA","M",""
"1043843","Treatment","0","GBR","F",""
"1043845","Control","0","FRA","M",""
"1043846","Treatment","0","BRA","F",""
"1043847","Control","0","BRA","M",""
"1043848","Control","0","BRA","M",""
"1043849","Control","0","USA","M",""
"1043850","Control","0","TUR","M",""
"1043851","Control","0","USA","",""
"1043852","Control","0","USA","M",""
"1043853","Control","0","BRA","M",""
"1043854","Treatment","0","DEU","M",""
"1043855","Control","98.13","USA","F","I"
"1043856","Control","0","MEX","F",""
"1043857","Treatment","0","USA","F",""
"1043858","Treatment","0","USA","F",""
"1043859","Treatment","0","USA","M",""
"1043860","Control","0","USA","",""
"1043861","Treatment","0","MEX","M",""
"1043862","Treatment","0","MEX","",""
"1043863","Control","0","BRA","",""
"1043864","Treatment","0","CAN","F",""
"1043865","Control","0","AUS","F",""
"1043866","Control","0","USA","M",""
"1043867","Control","0","FRA","O",""
"1043868","Treatment","0","GBR","",""
"1043869","Treatment","0","USA","M",""
"1043870","Treatment","0","FRA","F",""
"1043871","Treatment","0","USA","F",""
"1043872","Treatment","0","CAN","M",""
"1043873","Treatment","0","TUR","M",""
"1043874","Control","0","BRA","",""
"1043875","Control","0","BRA","M",""
"1043876","Treatment","0","GBR","F",""
"1043877","Control","0","MEX","M",""
"1043878","Treatment","0","","F",""
"1043879","Control","0","FRA","",""
"1043880","Treatment","0","BRA","M",""
"1043881","Control","0","MEX","F",""
"1043882","Control","0","BRA","M",""
"1043883","Treatment","0","TUR","",""
"1043884","Treatment","0","GBR","M",""
"1043885","Treatment","0","BRA","",""
"1043886","Treatment","0","USA","M",""
"1043887","Control","0","","",""
"1043888","Control","0","MEX","M",""
"1043889","Treatment","0","FRA","F",""
"1043890","Treatment","0","TUR","F",""
"1043891","Treatment","0","TUR","",""
"1043892","Treatment","0","USA","M",""
"1043893","Treatment","0","MEX","F",""
"1043894","Treatment","0","FRA","F",""
"1043895","Control","49.13","DEU","M","I"
"1043896","Control","0","GBR","M",""
"1043897","Control","0","GBR","M",""
"1043898","Treatment","0","DEU","F",""
"1043900","Treatment","0","DEU","M",""
"1043901","Control","0","BRA","M",""
"1043902","Treatment","0","BRA","F",""
"1043903","Treatment","0","MEX","F",""
"1043904","Treatment","0","BRA","F",""
"1043905","Treatment","0","ESP","",""
"1043906","Control","0","MEX","M",""
"1043908","Control","0","USA","M",""
"1043909","Control","0","GBR","F",""
"1043910","Control","0","USA","",""
"1043911","Treatment","0","USA","F",""
"1043912","Control","0","GBR","F",""
"1043913","Treatment","0","DEU","F",""
"1043914","Treatment","0","USA","F",""
"1043915","Control","0","USA","F",""
"1043916","Treatment","0","BRA","M",""
"1043917","Treatment","0","USA","",""
"1043918","Treatment","0","FRA","O",""
"1043919","Control","146.86","MEX","O","A"
"1043920","Treatment","0","BRA","",""
"1043921","Control","0","AUS","M",""
"1043922","Control","54.91","DEU","F","A"
"1043924","Control","0","USA","",""
"1043925","Control","0","USA","M",""
"1043926","Treatment","0","GBR","M",""
"1043927","Treatment","0","USA","",""
"1043928","Control","0","FRA","F",""
"1043929","Treatment","0","USA","M",""
"1043930","Treatment","0","USA","M",""
"1043931","Treatment","0","USA","",""
"1043932","Treatment","0","FRA","M",""
"1043933","Control","0","USA","F",""
"1043934","Treatment","0","MEX","F",""
"1043935","Control","0","BRA","F",""
"1043936","Control","0","","M",""
"1043937","Control","0","","M",""
"1043938","Treatment","0","BRA","F",""
"1043939","Treatment","0","TUR","F",""
"1043940","Control","0","FRA","",""
"1043941","Treatment","0","BRA","F",""
"1043942","Control","0","USA","M",""
"1043943","Control","0","USA","F",""
"1043944","Treatment","0","USA","",""
"1043945","Control","0","USA","F",""
"1043946","Control","0","TUR","",""
"1043947","Treatment","0","DEU","M",""
"1043948","Control","0","USA","M",""
"1043949","Treatment","0","DEU","O",""
"1043950","Treatment","0","USA","M",""
"1043951","Treatment","18.4","DEU","O","I"
"1043952","Treatment","0","MEX","M",""
"1043953","Treatment","72.06","USA","F","I"
"1043954","Treatment","21.31","USA","F","I"
"1043955","Treatment","0","TUR","M",""
"1043956","Control","0","MEX","M",""
"1043957","Treatment","0","BRA","M",""
"1043958","Treatment","0","FRA","M",""
"1043959","Control","0","MEX","M",""
"1043960","Treatment","0","BRA","M",""
"1043962","Control","0","USA","M",""
"1043963","Treatment","55.44","FRA","M","A"
"1043964","Control","0","MEX","F",""
"1043965","Control","0","BRA","",""
"1043966","Control","0","MEX","F",""
"1043967","Control","0","AUS","M",""
"1043968","Treatment","0","BRA","M",""
"1043969","Control","0","USA","",""
"1043970","Control","0","USA","",""
"1043971","Treatment","0","ESP","F",""
"1043972","Treatment","0","MEX","M",""
"1043973","Control","0","GBR","M",""
"1043974","Treatment","0","BRA","M",""
"1043975","Control","54.15","BRA","F","I"
"1043976","Treatment","0","USA","M",""
"1043977","Control","0","USA","F",""
"1043978","Control","0","BRA","M",""
"1043979","Control","0","USA","F",""
"1043980","Treatment","0","FRA","M",""
"1043981","Control","0","USA","M",""
"1043982","Treatment","0","USA","F",""
"1043983","Treatment","0","","F",""
"1043985","Control","0","GBR","M",""
"1043986","Control","0","TUR","M",""
"1043987","Control","0","USA","F",""
"1043988","Treatment","0","FRA","M",""
"1043989","Control","0","BRA","F",""
"1043990","Treatment","0","GBR","M",""
"1043991","Treatment","0","MEX","M",""
"1043992","Treatment","0","BRA","M",""
"1043993","Treatment","0","USA","F",""
"1043994","Treatment","0","BRA","M",""
"1043995","Treatment","0","BRA","",""
"1043996","Control","0","USA","F",""
"1043997","Treatment","0","USA","F",""
"1043998","Treatment","0","MEX","",""
"1043999","Control","0","USA","F",""
"1044000","Treatment","0","MEX","F",""
"1044001","Control","0","DEU","M",""
"1044002","Treatment","0","MEX","F",""
"1044003","Treatment","0","BRA","M",""
"1044004","Control","0","USA","F",""
"1044005","Control","0","USA","F",""
"1044006","Control","0","DEU","M",""
"1044007","Treatment","0","ESP","M",""
"1044008","Treatment","0","FRA","M",""
"1044009","Control","0","DEU","F",""
"1044010","Treatment","0","GBR","",""
"1044011","Treatment","0","USA","M",""
"1044012","Control","0","USA","F",""
"1044013","Treatment","0","GBR","F",""
"1044014","Control","0","BRA","M",""
"1044015","Treatment","0","AUS","F",""
"1044016","Control","0","AUS","F",""
"1044017","Treatment","0","MEX","F",""
"1044018","Treatment","0","DEU","F",""
"1044019","Control","0","USA","M",""
"1044020","Treatment","0","TUR","M",""
"1044021","Treatment","0","USA","",""
"1044022","Treatment","0","USA","F",""
"1044023","Treatment","0","USA","F",""
"1044024","Treatment","0","BRA","F",""
"1044025","Treatment","0","USA","M",""
"1044026","Control","0","DEU","F",""
"1044027","Treatment","0","DEU","M",""
"1044028","Treatment","0","GBR","M",""
"1044029","Treatment","0","MEX","F",""
"1044030","Control","0","MEX","F",""
"1044031","Control","0","USA","",""
"1044032","Treatment","0","BRA","M",""
"1044033","Treatment","0","BRA","F",""
"1044034","Control","0","USA","F",""
"1044035","Control","0","GBR","F",""
"1044036","Treatment","76.29","USA","F","I"
"1044037","Control","0","CAN","",""
"1044038","Treatment","0","MEX","M",""
"1044039","Control","0","USA","F",""
"1044040","Treatment","0","USA","F",""
"1044042","Control","0","DEU","",""
"1044043","Control","0","TUR","M",""
"1044044","Treatment","0","USA","M",""
"1044045","Treatment","0","TUR","F",""
"1044046","Control","0","TUR","M",""
"1044047","Treatment","0","MEX","F",""
"1044048","Control","0","DEU","M",""
"1044049","Control","0","USA","F",""
"1044051","Control","0","BRA","M",""
"1044052","Control","0","MEX","F",""
"1044053","Treatment","0","DEU","M",""
"1044054","Treatment","0","CAN","F",""
"1044055","Treatment","0","FRA","F",""
"1044056","Treatment","0","DEU","M",""
"1044057","Control","0","MEX","F",""
"1044058","Treatment","0","USA","M",""
"1044059","Control","0","TUR","F",""
"1044060","Treatment","0","FRA","M",""
"1044061","Control","0","USA","M",""
"1044062","Treatment","0","BRA","M",""
"1044063","Treatment","0","BRA","F",""
"1044064","Treatment","0","USA","M",""
"1044065","Control","0","ESP","",""
"1044066","Treatment","185.26","USA","F","I"
"1044067","Treatment","73.41","USA","","I"
"1044068","Control","0","DEU","",""
"1044069","Treatment","0","BRA","M",""
"1044070","Control","0","USA","M",""
"1044071","Treatment","0","USA","",""
"1044072","Treatment","114.8","USA","F","I"
"1044073","Treatment","0","FRA","",""
"1044074","Treatment","28.12","AUS","F","A"
"1044075","Control","0","MEX","F",""
"1044076","Treatment","0","USA","F",""
"1044077","Treatment","0","AUS","",""
"1044080","Treatment","0","USA","F",""
"1044081","Control","0","BRA","M",""
"1044082","Treatment","0","MEX","F",""
"1044083","Treatment","0","USA","F",""
"1044084","Treatment","0","MEX","F",""
"1044085","Treatment","0","TUR","M",""
"1044086","Control","0","GBR","F",""
"1044087","Treatment","0","BRA","F",""
"1044088","Control","0","USA","F",""
"1044089","Control","0","BRA","F",""
"1044090","Treatment","0","USA","M",""
"1044091","Control","0","TUR","F",""
"1044092","Treatment","0","USA","M",""
"1044093","Control","0","FRA","F",""
"1044094","Treatment","0","DEU","M",""
"1044095","Treatment","0","USA","",""
"1044096","Control","0","FRA","M",""
"1044097","Control","0","USA","M",""
"1044098","Treatment","0","BRA","",""
"1044099","Treatment","0","BRA","M",""
"1044100","Treatment","0","DEU","",""
"1044101","Control","229.02","TUR","F","A"
"1044102","Treatment","0","BRA","F",""
"1044103","Control","0","MEX","M",""
"1044104","Control","0","BRA","M",""
"1044105","Control","0","USA","M",""
"1044106","Control","0","BRA","M",""
"1044107","Treatment","0","USA","M",""
"1044108","Treatment","0","GBR","F",""
"1044109","Treatment","0","USA","M",""
"1044110","Treatment","0","MEX","F",""
"1044111","Control","0","GBR","M",""
"1044112","Treatment","0","BRA","M",""
"1044113","Treatment","0","MEX","M",""
"1044114","Treatment","0","USA","F",""
"1044115","Control","0","MEX","F",""
"1044116","Control","0","USA","",""
"1044117","Control","0","USA","M",""
"1044118","Treatment","0","BRA","F",""
"1044119","Treatment","0","BRA","F",""
"1044120","Control","0","MEX","F",""
"1044122","Treatment","0","USA","F",""
"1044123","Control","0","USA","F",""
"1044124","Treatment","0","","F",""
"1044125","Control","0","USA","F",""
"1044126","Treatment","0","TUR","M",""
"1044127","Control","0","BRA","M",""
"1044128","Treatment","0","FRA","F",""
"1044129","Treatment","0","USA","M",""
"1044130","Treatment","0","DEU","",""
"1044131","Control","0","USA","",""
"1044132","Treatment","0","BRA","F",""
"1044133","Treatment","33.95","ESP","M","I"
"1044134","Control","0","CAN","F",""
"1044135","Control","0","USA","F",""
"1044136","Control","0","USA","M",""
"1044137","Control","0","GBR","",""
"1044138","Treatment","0","USA","F",""
"1044139","Treatment","0","BRA","O",""
"1044140","Treatment","0","USA","M",""
"1044141","Control","0","MEX","M",""
"1044142","Treatment","0","GBR","",""
"1044143","Control","0","USA","F",""
"1044144","Control","0","USA","O",""
"1044145","Control","0","BRA","F",""
"1044146","Treatment","0","BRA","F",""
"1044147","Treatment","0","GBR","F",""
"1044148","Treatment","0","MEX","",""
"1044149","Control","0","BRA","",""
"1044150","Control","0","MEX","M",""
"1044151","Treatment","0","BRA","F",""
"1044152","Control","0","GBR","F",""
"1044154","Treatment","0","CAN","F",""
"1044155","Treatment","0","BRA","F",""
"1044156","Control","0","USA","M",""
"1044157","Treatment","0","CAN","M",""
"1044158","Treatment","0","USA","M",""
"1044159","Control","0","TUR","F",""
"1044160","Treatment","0","DEU","F",""
"1044161","Treatment","0","TUR","O",""
"1044162","Treatment","0","BRA","M",""
"1044163","Treatment","0","USA","F",""
"1044164","Control","0","GBR","M",""
"1044165","Control","0","USA","M",""
"1044166","Control","0","AUS","M",""
"1044167","Treatment","39.36","USA","","I"
"1044168","Control","0","GBR","O",""
"1044169","Treatment","0","FRA","M",""
"1044170","Treatment","0","USA","M",""
"1044171","Treatment","0","TUR","M",""
"1044172","Treatment","0","USA","M",""
"1044173","Treatment","0","USA","F",""
"1044174","Control","0","BRA","F",""
"1044175","Treatment","0","USA","F",""
"1044176","Control","92.1","CAN","F","A"
"1044177","Control","0","AUS","M",""
"1044178","Control","0","USA","F",""
"1044179","Treatment","0","MEX","F",""
"1044180","Control","0","FRA","M",""
"1044181","Control","0","USA","M",""
"1044182","Control","0","BRA","F",""
"1044183","Control","0","ESP","M",""
"1044184","Control","0","MEX","M",""
"1044185","Treatment","0","USA","M",""
"1044186","Treatment","0","BRA","M",""
"1044187","Control","0","MEX","F",""
"1044188","Treatment","0","GBR","M",""
"1044189","Treatment","0","USA","M",""
"1044190","Treatment","66.269479898438943","BRA","M","I"
"1044191","Control","0","CAN","O",""
"1044192","Treatment","0","MEX","M",""
"1044193","Treatment","0","USA","M",""
"1044194","Control","0","USA","M",""
"1044195","Treatment","0","USA","F",""
"1044196","Control","0","USA","M",""
"1044197","Treatment","0","BRA","M",""
"1044198","Treatment","0","DEU","M",""
"1044199","Control","0","USA","F",""
"1044200","Treatment","0","USA","F",""
"1044201","Control","0","USA","",""
"1044202","Treatment","0","MEX","M",""
"1044203","Treatment","0","USA","F",""
"1044204","Treatment","0","CAN","",""
"1044205","Control","0","USA","F",""
"1044206","Control","0","BRA","F",""
"1044207","Control","0","DEU","F",""
"1044208","Control","0","MEX","M",""
"1044209","Treatment","0","BRA","F",""
"1044210","Treatment","0","DEU","M",""
"1044211","Treatment","0","USA","M",""
"1044212","Treatment","0","TUR","M",""
"1044213","Control","0","DEU","",""
"1044214","Treatment","0","USA","M",""
"1044215","Control","0","MEX","F",""
"1044216","Control","0","BRA","F",""
"1044217","Control","0","MEX","F",""
"1044218","Treatment","0","DEU","F",""
"1044219","Treatment","0","GBR","F",""
"1044220","Control","0","USA","F",""
"1044221","Treatment","0","DEU","M",""
"1044222","Treatment","0","MEX","M",""
"1044223","Control","0","CAN","F",""
"1044224","Control","0","BRA","F",""
"1044225","Treatment","0","USA","M",""
"1044227","Treatment","0","GBR","F",""
"1044228","Treatment","0","DEU","F",""
"1044229","Control","0","BRA","F",""
"1044230","Treatment","0","USA","",""
"1044231","Control","0","AUS","F",""
"1044232","Control","0","USA","M",""
"1044233","Treatment","0","BRA","M",""
"1044234","Control","0","BRA","F",""
"1044235","Treatment","37.14","USA","M","A"
"1044236","Control","0","USA","M",""
"1044237","Control","0","DEU","F",""
"1044238","Control","109.89","BRA","F","I"
"1044239","Treatment","0","USA","F",""
"1044240","Treatment","0","TUR","F",""
"1044241","Treatment","0","MEX","M",""
"1044242","Control","0","GBR","",""
"1044243","Control","0","BRA","F",""
"1044244","Control","0","FRA","F",""
"1044245","Control","0","FRA","M",""
"1044246","Treatment","0","GBR","F",""
"1044248","Treatment","0","BRA","M",""
"1044249","Treatment","0","BRA","F",""
"1044250","Control","0","TUR","F",""
"1044251","Control","0","MEX","M",""
"1044252","Treatment","0","FRA","M",""
"1044253","Control","0","USA","M",""
"1044254","Control","0","GBR","F",""
"1044255","Control","147.24","TUR","F","I"
"1044256","Control","0","DEU","M",""
"1044257","Control","0","USA","F",""
"1044258","Control","0","USA","F",""
"1044259","Treatment","0","USA","M",""
"1044260","Treatment","0","USA","F",""
"1044261","Treatment","0","BRA","O",""
"1044262","Treatment","0","DEU","F",""
"1044263","Control","0","BRA","F",""
"1044264","Control","0","AUS","F",""
"1044265","Control","0","BRA","F",""
"1044266","Control","0","USA","F",""
"1044267","Control","48.1","GBR","F","I"
"1044268","Control","0","DEU","F",""
"1044269","Treatment","0","BRA","M",""
"1044270","Treatment","0","DEU","M",""
"1044271","Treatment","0","BRA","F",""
"1044272","Treatment","0","GBR","F",""
"1044273","Treatment","0","USA","M",""
"1044274","Control","0","","M",""
"1044275","Treatment","0","GBR","",""
"1044276","Control","0","DEU","O",""
"1044277","Control","0","USA","M",""
"1044278","Treatment","0","BRA","",""
"1044280","Control","0","MEX","F",""
"1044281","Control","0","","F",""
"1044282","Control","0","TUR","M",""
"1044283","Control","0","FRA","F",""
"1044284","Treatment","70.78","BRA","F","A"
"1044285","Treatment","0","USA","M",""
"1044286","Treatment","0","USA","F",""
"1044287","Control","0","DEU","M",""
"1044288","Control","0","GBR","",""
"1044289","Treatment","0","USA","M",""
"1044290","Control","0","USA","F",""
"1044291","Control","0","BRA","",""
"1044292","Treatment","0","BRA","",""
"1044293","Treatment","0","BRA","",""
"1044294","Treatment","0","USA","M",""
"1044295","Control","0","USA","O",""
"1044296","Treatment","0","TUR","F",""
"1044297","Control","0","MEX","M",""
"1044298","Treatment","0","TUR","M",""
"1044299","Control","0","MEX","M",""
"1044300","Control","0","FRA","",""
"1044301","Treatment","0","FRA","F",""
"1044302","Control","0","GBR","F",""
"1044303","Control","0","GBR","O",""
"1044304","Control","0","GBR","F",""
"1044305","Control","0","BRA","M",""
"1044306","Treatment","0","ESP","F",""
"1044307","Treatment","0","MEX","F",""
"1044308","Treatment","0","FRA","F",""
"1044309","Control","0","BRA","O",""
"1044310","Treatment","0","TUR","M",""
"1044311","Treatment","0","CAN","M",""
"1044312","Treatment","0","GBR","M",""
"1044313","Treatment","0","BRA","F",""
"1044314","Treatment","0","DEU","F",""
"1044315","Treatment","0","FRA","M",""
"1044316","Treatment","0","FRA","M",""
"1044317","Treatment","0","DEU","M",""
"1044318","Control","0","FRA","F",""
"1044319","Control","0","FRA","M",""
"1044320","Treatment","0","USA","F",""
"1044321","Control","0","MEX","F",""
"1044322","Treatment","0","USA","F",""
"1044323","Control","0","MEX","F",""
"1044324","Control","0","MEX","F",""
"1044325","Treatment","0","USA","M",""
"1044326","Treatment","0","USA","",""
"1044327","Control","0","ESP","M",""
"1044328","Treatment","0","GBR","F",""
"1044329","Treatment","0","USA","F",""
"1044330","Treatment","0","TUR","F",""
"1044331","Treatment","0","FRA","F",""
"1044332","Treatment","0","","F",""
"1044333","Control","0","TUR","",""
"1044334","Treatment","0","ESP","",""
"1044335","Treatment","0","DEU","F",""
"1044336","Treatment","0","BRA","F",""
"1044337","Treatment","0","CAN","O",""
"1044338","Treatment","0","USA","M",""
"1044339","Treatment","0","USA","",""
"1044340","Control","0","AUS","",""
"1044341","Control","0","ESP","M",""
"1044342","Control","0","USA","",""
"1044343","Treatment","0","USA","M",""
"1044344","Control","0","BRA","F",""
"1044345","Control","0","ESP","",""
"1044346","Control","0","USA","F",""
"1044347","Control","0","BRA","M",""
"1044348","Control","0","BRA","F",""
"1044349","Treatment","0","ESP","M",""
"1044350","Treatment","0","USA","F",""
"1044351","Treatment","0","USA","F",""
